,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
315,HB 2226,103rd,lower,2023-02-08,Mary Flowers,,1,False,True,0,False,False
316,HB 2713,103rd,lower,2023-02-15,Jehan Booth,,1,False,False,0,False,False
317,HB 2969,103rd,lower,2023-02-16,Christopher Davidsmeyer,,2,False,False,0,False,False
318,HB 2982,103rd,lower,2023-02-16,Amy Elik,,5,False,True,0,False,False
319,HB 2852,103rd,lower,2023-02-16,Dave Severin,,1,False,True,0,False,False
320,HB 2514,103rd,lower,2023-02-15,William Davis,,1,False,True,0,False,False
321,SB 2120,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
322,SB 2117,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
323,SB 2126,103rd,upper,2023-02-10,Sue Rezin,,1,False,False,0,False,False
324,SB 2133,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
325,SB 2125,103rd,upper,2023-02-10,Cristina Castro,,2,False,True,0,False,False
326,SB 2119,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
327,SB 2127,103rd,upper,2023-02-10,Rachel Ventura,,1,False,True,0,False,False
328,SB 2150,103rd,upper,2023-02-10,Steve Stadelman,,1,False,False,0,False,False
329,SB 2147,103rd,upper,2023-02-10,Meg Cappel,,1,False,False,0,False,False
330,SB 2142,103rd,upper,2023-02-10,Andrew Chesney,,1,False,False,0,False,False
331,SB 2157,103rd,upper,2023-02-10,Kimberly Lightford,,1,False,False,0,False,False
332,SB 2140,103rd,upper,2023-02-10,Andrew Chesney,,2,False,False,0,False,False
333,SB 2143,103rd,upper,2023-02-10,Andrew Chesney,,1,False,False,0,False,False
334,SB 2174,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
335,SB 2166,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
336,SB 2172,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
337,SB 2173,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
338,SB 2165,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
339,SB 2163,103rd,upper,2023-02-10,Adriane Johnson,,1,False,False,0,False,False
340,SB 2156,103rd,upper,2023-02-10,Christopher Belt,,1,False,False,0,False,False
341,SB 2137,103rd,upper,2023-02-10,Andrew Chesney,,1,False,False,0,False,False
342,SB 2139,103rd,upper,2023-02-10,Andrew Chesney,,1,False,False,0,False,False
343,SB 2169,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
344,SB 2138,103rd,upper,2023-02-10,Andrew Chesney,,1,False,False,0,False,False
345,SB 2171,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
346,SB 2180,103rd,upper,2023-02-10,Tom Bennett,,1,False,False,0,False,False
347,SB 2186,103rd,upper,2023-02-10,Terri Bryant,,1,False,False,0,False,False
348,SB 2194,103rd,upper,2023-02-10,Don Harmon,,1,False,False,0,False,False
349,SB 2191,103rd,upper,2023-02-10,Ram Villivalam,,1,False,False,0,False,False
350,SB 2183,103rd,upper,2023-02-10,Chapin Rose,,1,False,False,0,False,False
351,SB 2187,103rd,upper,2023-02-10,Terri Bryant,,1,False,False,0,False,False
352,SB 2233,103rd,upper,2023-02-10,Laura Ellman,,1,False,False,0,False,False
353,SB 2231,103rd,upper,2023-02-10,Laura Ellman,,3,False,False,0,False,False
354,SB 2248,103rd,upper,2023-02-10,Chapin Rose,,1,False,False,0,False,False
355,SB 2251,103rd,upper,2023-02-10,Laura Ellman,,1,False,False,0,False,False
356,SB 2216,103rd,upper,2023-02-10,Cristina Castro,,8,False,True,0,False,False
357,SB 2271,103rd,upper,2023-02-10,Bob Morgan,Omar Aquino,2,True,True,0,True,True
358,SB 2284,103rd,upper,2023-02-10,Ram Villivalam,,1,False,False,0,False,False
359,SB 2258,103rd,upper,2023-02-10,Robert Peters,,1,False,False,0,False,False
360,SB 2270,103rd,upper,2023-02-10,Omar Aquino,,1,False,False,0,False,False
361,SB 2281,103rd,upper,2023-02-10,Ram Villivalam,,1,False,True,0,False,False
362,SB 2321,103rd,upper,2023-02-10,Robert Peters,,1,False,True,0,False,False
363,SB 2298,103rd,upper,2023-02-10,Julie Morrison,,1,False,True,0,False,False
364,SB 2313,103rd,upper,2023-02-10,Celina Villanueva,,1,False,False,0,False,False
365,SB 2363,103rd,upper,2023-02-10,Rachel Ventura,,1,False,False,0,False,False
366,SB 2358,103rd,upper,2023-02-10,Rachel Ventura,,1,False,False,0,False,False
367,SB 2338,103rd,upper,2023-02-10,Doris Turner,,1,False,False,0,False,False
368,SB 2351,103rd,upper,2023-02-10,Rachel Ventura,,1,False,False,0,False,False
369,SB 2335,103rd,upper,2023-02-10,Terri Bryant,,1,False,False,0,False,False
370,SB 2372,103rd,upper,2023-02-10,Robert Peters,,1,False,False,0,False,False
371,SB 2347,103rd,upper,2023-02-10,Adriane Johnson,,4,False,False,0,False,False
372,SB 2344,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
373,SB 2386,103rd,upper,2023-02-10,Javier Cervantes,,1,False,False,0,False,False
374,SB 2392,103rd,upper,2023-02-10,Don Harmon,,1,False,False,0,False,False
375,SB 2400,103rd,upper,2023-02-10,Ram Villivalam,,2,False,True,0,False,False
376,SB 2387,103rd,upper,2023-02-10,Javier Cervantes,,1,False,False,0,False,False
377,SB 2380,103rd,upper,2023-02-10,Napoleon Harris,,1,False,False,0,False,False
378,SB 2407,103rd,upper,2023-02-10,Paul Faraci,,1,False,True,0,False,False
379,SB 2375,103rd,upper,2023-02-10,Karina Villa,,1,False,False,0,False,False
380,SB 2401,103rd,upper,2023-02-10,Ram Villivalam,,2,False,True,0,False,False
381,SB 2382,103rd,upper,2023-02-10,Napoleon Harris,,1,False,False,0,False,False
382,SB 2415,103rd,upper,2023-02-10,Michael Halpin,,1,False,False,0,False,False
383,SB 2426,103rd,upper,2023-02-10,Dagmara Avelar,Ram Villivalam,6,False,True,0,True,False
384,SB 2427,103rd,upper,2023-02-10,Ram Villivalam,,20,False,True,0,False,False
385,SB 2418,103rd,upper,2023-02-10,Sara Feigenholtz,,1,False,False,0,False,False
386,SB 2414,103rd,upper,2023-02-10,Linda Holmes,,1,False,False,0,False,False
387,SB 2441,103rd,upper,2023-02-10,Omar Aquino,,1,False,False,0,False,False
388,SB 2438,103rd,upper,2023-02-10,David Koehler,,1,False,False,0,False,False
389,HB 2954,103rd,lower,2023-02-16,Jennifer Gershowitz,Julie Morrison,33,True,True,1,True,True
390,HB 3049,103rd,lower,2023-02-16,Theresa Mah,,4,False,True,0,False,False
391,HB 2953,103rd,lower,2023-02-16,Daniel Didech,,1,False,False,0,False,False
392,HB 2412,103rd,lower,2023-02-14,Jay Hoffman,Julie Morrison,38,True,True,0,True,True
393,HB 5793,103rd,lower,2024-03-26,Norine Hammond,,1,False,False,0,False,False
394,HB 2973,103rd,lower,2023-02-16,Christopher Davidsmeyer,,2,False,False,0,False,False
395,HB 2161,103rd,lower,2023-02-06,Natalie Toro,Will Guzzardi,23,True,True,1,True,True
396,HB 3773,103rd,lower,2023-02-17,Jaime Andrade Jr,Javier Cervantes,11,True,True,1,True,True
397,HB 2549,103rd,lower,2023-02-15,Elizabeth Hernandez,,1,False,True,0,False,False
398,HB 3033,103rd,lower,2023-02-16,Maurice West II,,1,False,True,0,False,False
399,HB 4926,103rd,lower,2024-02-07,Anna Moeller,Sara Feigenholtz,3,True,True,0,True,True
400,HB 2532,103rd,lower,2023-02-15,Camille Lilly,,1,False,True,0,False,False
401,HB 2945,103rd,lower,2023-02-16,Mike Marron,,1,False,False,0,False,False
402,HB 3130,103rd,lower,2023-02-16,David Vella,,1,False,False,0,False,False
403,SB 2850,103rd,upper,2024-01-19,Joyce Mason,Michael Halpin,2,True,True,0,True,True
404,HB 2803,103rd,lower,2023-02-16,Terra Howard,,1,False,False,0,False,False
405,SB 3342,103rd,upper,2024-02-07,Laura Dias,Steve McClure,4,True,True,1,True,True
406,HB 2808,103rd,lower,2023-02-16,Eva Delgado,,1,False,True,0,False,False
407,SB 3362,103rd,upper,2024-02-07,Cristina Castro,Kelly Burke,2,True,True,0,True,True
408,SB 3696,103rd,upper,2024-02-09,Daniel Didech,Michael Halpin,3,True,True,0,True,True
409,HB 2800,103rd,lower,2023-02-16,Donald DeWitte,Suzanne Ness,4,True,True,0,True,True
410,HB 3020,103rd,lower,2023-02-16,Kelly Cassidy,,3,False,True,0,False,False
411,HB 3031,103rd,lower,2023-02-16,Maurice West II,,2,False,True,0,False,False
412,HB 3018,103rd,lower,2023-02-16,Daniel Didech,,1,False,True,0,False,False
413,HB 3157,103rd,lower,2023-02-16,Anne Stava,,1,False,True,0,False,False
414,HB 2565,103rd,lower,2023-02-15,Katie Stuart,,3,False,True,0,False,False
415,HB 3098,103rd,lower,2023-02-16,Abdelnasser Rashid,,1,False,True,0,False,False
416,HB 3102,103rd,lower,2023-02-16,Jaime Andrade Jr,Javier Cervantes,14,False,True,1,True,False
417,HB 3182,103rd,lower,2023-02-16,Tom Weber,,1,False,False,0,False,False
418,HB 2564,103rd,lower,2023-02-15,David Vella,,1,False,False,0,False,False
419,HB 3679,103rd,lower,2023-02-17,Harry Benton,,8,False,True,0,False,False
420,HB 3863,103rd,lower,2023-02-17,Harry Benton,,10,False,True,0,False,False
421,HB 3687,103rd,lower,2023-02-17,Dave Severin,,7,False,True,0,False,False
422,HB 3847,103rd,lower,2023-02-17,Cyril Nichols,,1,False,True,0,False,False
423,HB 3827,103rd,lower,2023-02-17,Brad Halbrook,,4,False,True,0,False,False
424,HB 3749,103rd,lower,2023-02-17,Kam Buckner,,2,False,True,0,False,False
425,HB 3693,103rd,lower,2023-02-17,Camille Lilly,,1,False,True,0,False,False
426,HB 3833,103rd,lower,2023-02-17,Brad Halbrook,,2,False,True,0,False,False
427,HB 3840,103rd,lower,2023-02-17,Brad Halbrook,,2,False,True,0,False,False
428,HB 3841,103rd,lower,2023-02-17,Brad Halbrook,,2,False,False,0,False,False
429,HB 3830,103rd,lower,2023-02-17,Brad Halbrook,,2,False,True,0,False,False
430,HB 3953,103rd,lower,2023-02-17,Blaine Wilhour,,4,False,False,0,False,False
431,HB 3908,103rd,lower,2023-02-17,Christopher Belt,Katie Stuart,49,False,True,1,True,False
432,HB 525,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
433,HB 3956,103rd,lower,2023-02-17,Blaine Wilhour,,2,False,False,0,False,False
434,HB 56,103rd,lower,2022-12-05,Don Harmon,Sonya Harper,10,False,True,1,True,False
435,HB 543,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
436,HB 897,103rd,lower,2022-12-06,Emanuel Welch,,1,False,True,0,False,False
437,HB 506,103rd,lower,2022-12-05,Emanuel Welch,,1,False,True,0,False,False
438,HB 3883,103rd,lower,2023-02-17,Michael Kelly,,1,False,True,0,False,False
439,HB 3916,103rd,lower,2023-02-17,Justin Slaughter,,1,False,False,0,False,False
440,HB 3856,103rd,lower,2023-02-17,Adriane Johnson,William Davis,4,True,True,0,True,True
441,HB 3821,103rd,lower,2023-02-17,Natalie Manley,,1,False,False,0,False,False
442,HB 3726,103rd,lower,2023-02-17,Anna Moeller,,1,False,True,0,False,False
443,HB 3915,103rd,lower,2023-02-17,Justin Slaughter,,1,False,False,0,False,False
444,HB 3806,103rd,lower,2023-02-17,Maurice West II,,1,False,False,0,False,False
445,HB 3878,103rd,lower,2023-02-17,Abdelnasser Rashid,,1,False,True,0,False,False
446,HB 1570,103rd,lower,2023-01-30,Elizabeth Hernandez,,10,False,True,0,False,False
447,HB 3969,103rd,lower,2023-02-17,Nabeela Syed,,1,False,False,0,False,False
448,HB 3547,103rd,lower,2023-02-17,Bradley Fritts,,1,False,False,0,False,False
449,HB 3836,103rd,lower,2023-02-17,Brad Halbrook,,2,False,True,0,False,False
450,HB 3965,103rd,lower,2023-02-17,Anna Moeller,,14,False,True,0,False,False
451,HB 3971,103rd,lower,2023-02-17,Curtis Tarver II,,1,False,True,0,False,False
452,HB 3820,103rd,lower,2023-02-17,Terra Howard,,1,False,False,0,False,False
453,HB 3879,103rd,lower,2023-02-17,Abdelnasser Rashid,,1,False,True,0,False,False
454,HB 3582,103rd,lower,2023-02-17,Blaine Wilhour,,4,False,False,0,False,False
455,HB 3824,103rd,lower,2023-02-17,Sonya Harper,,1,False,False,0,False,False
456,HB 3818,103rd,lower,2023-02-17,Carol Ammons,,10,False,True,0,False,False
457,HB 3967,103rd,lower,2023-02-17,Nabeela Syed,,1,False,False,0,False,False
458,HB 3993,103rd,lower,2023-02-24,Rita Mayfield,,1,False,False,0,False,False
459,HB 4021,103rd,lower,2023-03-17,John Cabello,,1,False,False,0,False,False
460,HB 3593,103rd,lower,2023-02-17,Michelle Mussman,,2,False,True,0,False,False
461,HB 3867,103rd,lower,2023-02-17,Marcus Evans Jr,,1,False,False,0,False,False
462,HB 4110,103rd,lower,2023-07-18,Daniel Didech,,1,False,False,0,False,False
463,HB 3897,103rd,lower,2023-02-17,Lance Yednock,,1,False,True,0,False,False
464,HB 3891,103rd,lower,2023-02-17,Sonya Harper,,1,False,False,0,False,False
465,HB 3872,103rd,lower,2023-02-17,Jennifer Sanalitro,,3,False,True,0,False,False
466,HB 3629,103rd,lower,2023-02-17,Anna Moeller,,10,False,True,0,False,False
467,HB 4122,103rd,lower,2023-08-16,David Friess,,1,False,False,0,False,False
468,HB 3959,103rd,lower,2023-02-17,Mark Walker,,1,False,True,0,False,False
469,HB 4000,103rd,lower,2023-02-27,Robert Rita,,1,False,False,0,False,False
470,HB 3954,103rd,lower,2023-02-17,Camille Lilly,,1,False,True,0,False,False
471,HB 4004,103rd,lower,2023-02-28,Jehan Booth,,1,False,False,0,False,False
472,HB 3929,103rd,lower,2023-02-17,Dave Severin,,1,False,False,0,False,False
473,HB 3696,103rd,lower,2023-02-17,Camille Lilly,,1,False,True,0,False,False
474,HB 3659,103rd,lower,2023-02-17,Ryan Spain,,1,False,True,0,False,False
475,HB 3655,103rd,lower,2023-02-17,Ryan Spain,,1,False,True,0,False,False
476,HB 3663,103rd,lower,2023-02-17,Joyce Mason,,1,False,False,0,False,False
477,HB 3970,103rd,lower,2023-02-17,Norma Hernandez,,13,False,True,0,False,False
478,HB 3964,103rd,lower,2023-02-17,Kelly Cassidy,,1,False,True,0,False,False
479,HB 3983,103rd,lower,2023-02-23,Jehan Booth,,1,False,False,0,False,False
480,HB 4062,103rd,lower,2023-05-02,Ryan Spain,,6,False,False,0,False,False
481,HB 3745,103rd,lower,2023-02-17,Natalie Manley,,1,False,True,0,False,False
482,HB 4172,103rd,lower,2023-10-13,Jehan Booth,,1,False,False,0,False,False
483,HB 4047,103rd,lower,2023-04-26,John Cabello,,5,False,False,0,False,False
484,HB 3771,103rd,lower,2023-02-17,Maura Hirschauer,,1,False,False,0,False,False
485,HB 4312,103rd,lower,2023-12-21,Travis Weaver,,2,False,False,0,False,False
486,HB 3744,103rd,lower,2023-02-17,Doris Turner,Marcus Evans Jr,13,True,True,0,True,True
487,HB 3949,103rd,lower,2023-02-17,Ryan Spain,,1,False,False,0,False,False
488,HB 3909,103rd,lower,2023-02-17,Katie Stuart,,1,False,True,0,False,False
489,HB 4345,103rd,lower,2024-01-04,Chris Miller,,1,False,False,0,False,False
490,HB 4466,103rd,lower,2024-01-16,Daniel Didech,,1,False,False,0,False,False
491,HB 1920,103rd,lower,2023-02-01,Adam Niemerg,Chapin Rose,3,True,True,1,True,True
492,HB 4262,103rd,lower,2023-12-08,Chris Miller,,2,False,False,0,False,False
493,HB 5309,103rd,lower,2024-02-09,La Ford,,1,False,False,0,False,False
494,HB 4408,103rd,lower,2024-01-08,Dagmara Avelar,,1,False,False,0,False,False
495,HB 4387,103rd,lower,2024-01-08,Jay Hoffman,,1,False,False,0,False,False
496,HB 4398,103rd,lower,2024-01-08,Jay Hoffman,,1,False,False,0,False,False
497,HB 4386,103rd,lower,2024-01-08,Jay Hoffman,,1,False,False,0,False,False
498,HB 4795,103rd,lower,2024-02-05,Kam Buckner,,2,False,True,0,False,False
499,HB 4801,103rd,lower,2024-02-06,Robyn Gabel,,2,False,True,0,False,False
500,HB 4514,103rd,lower,2024-01-19,Edgar Gonzalez Jr,,1,False,False,0,False,False
501,HB 4970,103rd,lower,2024-02-07,Patrick Windhorst,,1,False,True,0,False,False
502,HB 4996,103rd,lower,2024-02-07,Ryan Spain,,1,False,False,0,False,False
503,HB 5197,103rd,lower,2024-02-08,Brad Halbrook,,1,False,False,0,False,False
504,HB 5769,103rd,lower,2024-03-07,Will Guzzardi,,1,False,False,0,False,False
505,HB 5320,103rd,lower,2024-02-09,Kam Buckner,,6,False,True,0,False,False
506,HB 5339,103rd,lower,2024-02-09,Tony McCombie,,1,False,True,0,False,False
507,HB 4899,103rd,lower,2024-02-06,Camille Lilly,Laura Fine,2,True,True,0,True,True
508,HB 5365,103rd,lower,2024-02-09,Harry Benton,,1,False,True,0,False,False
509,HB 5410,103rd,lower,2024-02-09,Charles Meier,,1,False,True,0,False,False
510,HB 5446,103rd,lower,2024-02-09,Suzanne Ness,,1,False,True,0,False,False
511,HB 5509,103rd,lower,2024-02-09,Michelle Mussman,,2,False,False,0,False,False
512,SB 1362,103rd,upper,2023-02-06,Willie Preston,,1,False,False,0,False,False
513,SB 259,103rd,upper,2023-01-31,Don Harmon,,1,False,True,0,False,False
514,SB 186,103rd,upper,2023-01-31,Karina Villa,,5,False,True,0,False,False
515,SB 100,103rd,upper,2023-01-24,Laura Fine,,17,False,False,0,False,False
516,SB 134,103rd,upper,2023-01-24,Neil Anderson,,1,False,True,0,False,False
517,SB 372,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
518,SB 369,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
519,SB 348,103rd,upper,2023-02-02,Tom Bennett,,1,False,False,0,False,False
520,SB 228,103rd,upper,2023-01-31,Adriane Johnson,,1,False,False,0,False,False
521,SB 394,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
522,SB 113,103rd,upper,2023-01-24,Steve McClure,,1,False,True,0,False,False
523,SB 68,103rd,upper,2023-01-20,Laura Fine,,1,False,True,0,False,False
524,SB 465,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
525,SB 155,103rd,upper,2023-01-25,Neil Anderson,,3,False,False,0,False,False
526,SB 263,103rd,upper,2023-01-31,Don Harmon,,1,False,True,0,False,False
527,SB 526,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
528,SB 478,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
529,SB 30,103rd,upper,2023-01-20,Don Harmon,,1,False,True,0,False,False
530,SB 76,103rd,upper,2023-01-20,Lance Yednock,Sue Rezin,70,False,True,1,True,True
531,SB 185,103rd,upper,2023-01-31,Laura Murphy,,1,False,True,0,False,False
532,SB 677,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
533,SB 661,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
534,SB 641,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
535,SB 341,103rd,upper,2023-02-02,Paul Faraci,,1,False,True,0,False,False
536,SB 711,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
537,SB 329,103rd,upper,2023-02-02,Jil Tracy,,1,False,False,0,False,False
538,SB 325,103rd,upper,2023-02-02,Bill Cunningham,Daniel Didech,9,True,True,0,True,True
539,SB 122,103rd,upper,2023-01-24,Omar Aquino,,7,False,True,0,False,False
540,SB 178,103rd,upper,2023-01-31,Laura Murphy,,1,False,True,0,False,False
541,SB 819,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
542,SB 204,103rd,upper,2023-01-31,Ram Villivalam,,1,False,False,0,False,False
543,SB 868,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
544,SB 293,103rd,upper,2023-02-02,Don Harmon,,2,False,True,0,False,False
545,SB 310,103rd,upper,2023-02-02,Laura Murphy,,1,False,True,0,False,False
546,SB 309,103rd,upper,2023-02-02,Ram Villivalam,,2,False,True,0,False,False
547,SB 355,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
548,SB 564,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
549,SB 389,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
550,SB 320,103rd,upper,2023-02-02,Adriane Johnson,,1,False,False,0,False,False
551,SB 946,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
552,SB 292,103rd,upper,2023-02-02,Celina Villanueva,,3,False,True,0,False,False
553,SB 573,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
554,SB 400,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
555,SB 563,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
556,SB 516,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
557,SB 552,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
558,SB 498,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
559,SB 665,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
560,SB 1036,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
561,SB 663,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
562,SB 1768,103rd,upper,2023-02-09,Rachel Ventura,,1,False,False,0,False,False
563,SB 1193,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
564,SB 829,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
565,SB 1112,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
566,SB 1234,103rd,upper,2023-02-02,Ram Villivalam,,21,False,True,0,False,False
567,SB 1209,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
568,SB 1297,103rd,upper,2023-02-03,Patrick Joyce,,1,False,False,0,False,False
569,SB 1011,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
570,SB 989,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
571,SB 1306,103rd,upper,2023-02-03,Doris Turner,,1,False,True,0,False,False
572,SB 1120,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
573,HB 4189,103rd,lower,2023-10-23,Nicholas Smith,,44,False,True,0,False,False
574,SB 968,103rd,upper,2023-02-02,John Curran,,1,False,True,0,False,False
575,SB 1319,103rd,upper,2023-02-06,Celina Villanueva,,1,False,False,0,False,False
576,SB 1316,103rd,upper,2023-02-06,Sara Feigenholtz,,1,False,True,0,False,False
